id; age; workClass; education; martialStatus; occupation; race; nativeCountry; salary
5903;0-120;Private;HS-grad;Married-civ-spouse;Other;Asian-Pac-Islander;Female;*;<=50K
7310;0-120;Private;HS-grad;Married-civ-spouse;Other;Asian-Pac-Islander;Female;*;<=50K
7059;0-120;Private;High School;Widowed;*;Asian-Pac-Islander;Female;*;<=50K
9441;0-120;Private;High School;Widowed;*;Asian-Pac-Islander;Female;*;<=50K
6505;0-120;Private;Undergraduate;Separated;*;Asian-Pac-Islander;Female;*;<=50K
8845;0-120;Private;Undergraduate;Separated;*;Asian-Pac-Islander;Female;*;<=50K
10571;31-40;Private;High School;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
19047;31-40;Private;High School;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
2060;41-50;Private;HS-grad;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
2590;41-50;Private;HS-grad;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
163;21-30;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
5415;21-30;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
4059;31-40;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
12614;31-40;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
6125;36-40;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
20104;36-40;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
152;31-35;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
5525;31-35;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
2553;21-30;Private;HS-grad;Never-married;*;Other;Female;*;<=50K
6878;21-30;Private;HS-grad;Never-married;*;Other;Female;*;<=50K
3013;0-120;State-gov;Higher education;Never-married;*;White;Female;United-States;>50K
9672;0-120;State-gov;Higher education;Never-married;*;White;Female;United-States;>50K
950;0-120;State-gov;High School;Married-civ-spouse;*;White;Female;United-States;>50K
1002;0-120;State-gov;High School;Married-civ-spouse;*;White;Female;United-States;>50K
11184;0-120;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;>50K
16081;0-120;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;>50K
422;31-40;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;>50K
6664;31-40;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;>50K
3452;0-120;State-gov;Assoc-acdm;Never-married;*;White;Female;*;<=50K
8383;0-120;State-gov;Assoc-acdm;Never-married;*;White;Female;*;<=50K
1601;51-60;State-gov;HS-grad;Divorced;*;White;Female;*;<=50K
5433;51-60;State-gov;HS-grad;Divorced;*;White;Female;*;<=50K
5514;0-120;Local-gov;Higher education;Never-married;*;White;Female;United-States;>50K
18270;0-120;Local-gov;Higher education;Never-married;*;White;Female;United-States;>50K
1859;41-50;Local-gov;Higher education;Married-civ-spouse;*;White;Female;United-States;>50K
19810;41-50;Local-gov;Higher education;Married-civ-spouse;*;White;Female;United-States;>50K
2020;0-120;Local-gov;Professional Education;Married-civ-spouse;Other;White;Female;United-States;<=50K
4815;0-120;Local-gov;Professional Education;Married-civ-spouse;Other;White;Female;United-States;<=50K
1944;0-120;Local-gov;11th;Never-married;*;White;Female;North America;<=50K
2944;0-120;Local-gov;11th;Never-married;*;White;Female;North America;<=50K
2189;71-80;Federal-gov;*;Widowed;*;White;Female;United-States;<=50K
18703;71-80;Federal-gov;*;Widowed;*;White;Female;United-States;<=50K
4281;0-120;Federal-gov;High School;Widowed;*;White;Female;North America;<=50K
4936;0-120;Federal-gov;High School;Widowed;*;White;Female;North America;<=50K
1142;51-60;Federal-gov;HS-grad;Widowed;*;White;Female;*;<=50K
5113;51-60;Federal-gov;HS-grad;Widowed;*;White;Female;*;<=50K
2244;0-120;Federal-gov;*;Divorced;*;White;Female;United-States;<=50K
6800;0-120;Federal-gov;*;Divorced;*;White;Female;United-States;<=50K
11724;0-120;Federal-gov;Masters;Never-married;*;White;Female;United-States;<=50K
19485;0-120;Federal-gov;Masters;Never-married;*;White;Female;United-States;<=50K
2763;21-30;Federal-gov;HS-grad;Never-married;*;White;Female;North America;<=50K
15134;21-30;Federal-gov;HS-grad;Never-married;*;White;Female;North America;<=50K
370;21-30;Federal-gov;Some-college;Never-married;*;White;Female;United-States;<=50K
2253;21-30;Federal-gov;Some-college;Never-married;*;White;Female;United-States;<=50K
758;0-120;Federal-gov;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
8872;0-120;Federal-gov;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
296;31-40;Self-emp-inc;Higher education;Divorced;Sales;White;Female;United-States;<=50K
7014;31-40;Self-emp-inc;Higher education;Divorced;Sales;White;Female;United-States;<=50K
1302;51-60;Self-emp-inc;Undergraduate;Married-civ-spouse;*;White;Female;North America;>50K
3360;51-60;Self-emp-inc;Undergraduate;Married-civ-spouse;*;White;Female;North America;>50K
208;51-60;Self-emp-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
6716;51-60;Self-emp-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
3757;41-50;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
7711;41-50;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
9464;51-60;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
12200;51-60;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
1644;51-55;Self-emp-not-inc;Higher education;Married-civ-spouse;Technical;White;Female;North America;<=50K
7125;51-55;Self-emp-not-inc;Higher education;Married-civ-spouse;Technical;White;Female;North America;<=50K
241;41-45;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;North America;<=50K
1237;41-45;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;North America;<=50K
11280;0-120;Self-emp-not-inc;*;Widowed;*;White;Female;*;<=50K
13928;0-120;Self-emp-not-inc;*;Widowed;*;White;Female;*;<=50K
1291;61-70;Self-emp-not-inc;*;Widowed;*;White;Female;North America;<=50K
4316;61-70;Self-emp-not-inc;*;Widowed;*;White;Female;North America;<=50K
551;31-40;Self-emp-not-inc;High School;Separated;*;White;Female;*;<=50K
8595;31-40;Self-emp-not-inc;High School;Separated;*;White;Female;*;<=50K
8235;0-120;Self-emp-not-inc;High School;Never-married;*;White;Female;North America;<=50K
10443;0-120;Self-emp-not-inc;High School;Never-married;*;White;Female;North America;<=50K
3430;41-50;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;>50K
4390;41-50;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;>50K
1104;0-120;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;*;White;Female;United-States;>50K
9101;0-120;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;*;White;Female;United-States;>50K
5075;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
9941;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
1627;0-120;Private;Bachelors;Married-civ-spouse;*;White;Female;*;>50K
6988;0-120;Private;Bachelors;Married-civ-spouse;*;White;Female;*;>50K
2472;21-30;Private;Assoc-voc;Married-civ-spouse;*;White;Female;North America;>50K
3727;21-30;Private;Assoc-voc;Married-civ-spouse;*;White;Female;North America;>50K
1016;31-35;Private;Assoc-voc;Married-civ-spouse;*;White;Female;North America;>50K
14474;31-35;Private;Assoc-voc;Married-civ-spouse;*;White;Female;North America;>50K
10368;0-120;Private;Higher education;Separated;Nontechnical;White;Female;United-States;>50K
20071;0-120;Private;Higher education;Separated;Nontechnical;White;Female;United-States;>50K
7269;31-40;Private;Prof-school;Never-married;*;White;Female;United-States;>50K
14120;31-40;Private;Prof-school;Never-married;*;White;Female;United-States;>50K
742;0-120;Private;Masters;Never-married;*;White;Female;United-States;>50K
2725;0-120;Private;Masters;Never-married;*;White;Female;United-States;>50K
2396;51-60;Private;Masters;Never-married;*;White;Female;United-States;>50K
15257;51-60;Private;Masters;Never-married;*;White;Female;United-States;>50K
8;31-35;Private;Masters;Never-married;*;White;Female;United-States;>50K
13292;31-35;Private;Masters;Never-married;*;White;Female;United-States;>50K
929;0-120;Private;Primary School;Married-spouse-absent;*;White;Female;North America;<=50K
1789;0-120;Private;Primary School;Married-spouse-absent;*;White;Female;North America;<=50K
5463;0-120;Private;High School;Married-spouse-absent;*;White;Female;*;<=50K
14515;0-120;Private;High School;Married-spouse-absent;*;White;Female;*;<=50K
4957;0-120;Private;*;Separated;*;White;Female;North America;<=50K
15171;0-120;Private;*;Separated;*;White;Female;North America;<=50K
7319;41-50;Private;*;Separated;*;White;Female;North America;<=50K
9556;41-50;Private;*;Separated;*;White;Female;North America;<=50K
2502;0-120;Private;Primary School;Divorced;*;White;Female;North America;<=50K
9839;0-120;Private;Primary School;Divorced;*;White;Female;North America;<=50K
3667;0-120;Private;Masters;Divorced;*;White;Female;*;<=50K
9119;0-120;Private;Masters;Divorced;*;White;Female;*;<=50K
602;56-60;Private;7th-8th;Divorced;*;White;Female;*;<=50K
1552;56-60;Private;7th-8th;Divorced;*;White;Female;*;<=50K
2946;0-120;Private;Preschool;Never-married;*;White;Female;North America;<=50K
21388;0-120;Private;Preschool;Never-married;*;White;Female;North America;<=50K
2124;41-50;Private;5th-6th;Never-married;*;White;Female;*;<=50K
4995;41-50;Private;5th-6th;Never-married;*;White;Female;*;<=50K
1307;26-30;Private;5th-6th;Never-married;*;White;Female;*;<=50K
14502;26-30;Private;5th-6th;Never-married;*;White;Female;*;<=50K
7293;31-40;Private;11th;Never-married;*;White;Female;*;<=50K
13849;31-40;Private;11th;Never-married;*;White;Female;*;<=50K
323;26-30;Private;11th;Never-married;*;White;Female;*;<=50K
417;26-30;Private;11th;Never-married;*;White;Female;*;<=50K
3761;0-120;Private;Prof-school;Never-married;*;White;Female;North America;<=50K
12541;0-120;Private;Prof-school;Never-married;*;White;Female;North America;<=50K
4294;21-30;Private;Prof-school;Never-married;Technical;White;Female;*;<=50K
6113;21-30;Private;Prof-school;Never-married;Technical;White;Female;*;<=50K
307;41-50;Private;Assoc-acdm;Never-married;*;White;Female;North America;<=50K
8843;41-50;Private;Assoc-acdm;Never-married;*;White;Female;North America;<=50K
3591;0-120;Private;Bachelors;Never-married;*;White;Female;*;<=50K
18413;0-120;Private;Bachelors;Never-married;*;White;Female;*;<=50K
1430;41-50;Private;Professional Education;Married-civ-spouse;*;White;Female;*;<=50K
16010;41-50;Private;Professional Education;Married-civ-spouse;*;White;Female;*;<=50K
1393;0-120;Federal-gov;High School;Never-married;Other;Black;Female;United-States;<=50K
8246;0-120;Federal-gov;High School;Never-married;Other;Black;Female;United-States;<=50K
5076;31-40;Federal-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
13937;31-40;Federal-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
3842;0-120;Federal-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
4841;0-120;Federal-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
2979;31-40;State-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
5423;31-40;State-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
9069;0-120;State-gov;High School;Never-married;Other;Black;Female;United-States;<=50K
11757;0-120;State-gov;High School;Never-married;Other;Black;Female;United-States;<=50K
1947;0-120;State-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
3996;0-120;State-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
7597;0-120;State-gov;Some-college;Never-married;Technical;Black;Female;United-States;<=50K
21426;0-120;State-gov;Some-college;Never-married;Technical;Black;Female;United-States;<=50K
2400;0-120;State-gov;Some-college;Never-married;Other;Black;Female;United-States;<=50K
14729;0-120;State-gov;Some-college;Never-married;Other;Black;Female;United-States;<=50K
344;20-25;State-gov;Some-college;Never-married;*;Black;Female;United-States;<=50K
21774;20-25;State-gov;Some-college;Never-married;*;Black;Female;United-States;<=50K
11738;0-120;Local-gov;Professional Education;Never-married;Other;Black;Female;North America;<=50K
18092;0-120;Local-gov;Professional Education;Never-married;Other;Black;Female;North America;<=50K
5872;0-120;Local-gov;High School;Never-married;*;Black;Female;United-States;<=50K
15498;0-120;Local-gov;High School;Never-married;*;Black;Female;United-States;<=50K
410;41-45;Local-gov;Undergraduate;Divorced;*;Black;Female;United-States;<=50K
11609;41-45;Local-gov;Undergraduate;Divorced;*;Black;Female;United-States;<=50K
1801;31-40;Private;Higher education;Widowed;*;Black;Female;North America;<=50K
12833;31-40;Private;Higher education;Widowed;*;Black;Female;North America;<=50K
536;0-120;Private;Primary School;Widowed;*;Black;Female;United-States;<=50K
8310;0-120;Private;Primary School;Widowed;*;Black;Female;United-States;<=50K
747;32;Private;*;Never-married;*;Black;Female;*;<=50K
5910;32;Private;*;Never-married;*;Black;Female;*;<=50K
5585;0-120;Private;Assoc-voc;Divorced;*;Black;Female;United-States;<=50K
7665;0-120;Private;Assoc-voc;Divorced;*;Black;Female;United-States;<=50K
4228;31-40;Private;Assoc-voc;Divorced;*;Black;Female;United-States;<=50K
4498;31-40;Private;Assoc-voc;Divorced;*;Black;Female;United-States;<=50K
5354;41-50;Private;Bachelors;Divorced;*;Black;Female;United-States;<=50K
7949;41-50;Private;Bachelors;Divorced;*;Black;Female;United-States;<=50K
5343;31-35;Private;Some-college;Divorced;*;Black;Female;*;<=50K
6828;31-35;Private;Some-college;Divorced;*;Black;Female;*;<=50K
92;21-30;Private;Some-college;Divorced;*;Black;Female;United-States;<=50K
6523;21-30;Private;Some-college;Divorced;*;Black;Female;United-States;<=50K
4989;51-60;Private;Higher education;Separated;*;Black;Female;United-States;<=50K
17035;51-60;Private;Higher education;Separated;*;Black;Female;United-States;<=50K
8861;42;Private;Higher education;Separated;*;Black;Female;North America;<=50K
9779;42;Private;Higher education;Separated;*;Black;Female;North America;<=50K
11812;33;Private;Higher education;Separated;*;Black;Female;North America;<=50K
18616;33;Private;Higher education;Separated;*;Black;Female;North America;<=50K
71;31;Private;Higher education;Separated;*;Black;Female;United-States;<=50K
17469;31;Private;Higher education;Separated;*;Black;Female;United-States;<=50K
21461;0-120;Private;10th;Separated;Other;Black;Female;North America;<=50K
23910;0-120;Private;10th;Separated;Other;Black;Female;North America;<=50K
1234;0-120;Private;11th;Separated;Other;Black;Female;North America;<=50K
6578;0-120;Private;11th;Separated;Other;Black;Female;North America;<=50K
7137;36-40;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
8219;36-40;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
553;31-35;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
5161;31-35;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
9252;0-120;Private;Primary School;Married-civ-spouse;*;Other;Male;*;<=50K
9658;0-120;Private;Primary School;Married-civ-spouse;*;Other;Male;*;<=50K
5118;31-35;Private;Undergraduate;Married-civ-spouse;*;Other;Male;*;<=50K
7659;31-35;Private;Undergraduate;Married-civ-spouse;*;Other;Male;*;<=50K
9843;0-120;Private;12th;Married-civ-spouse;*;Other;Male;*;<=50K
17268;0-120;Private;12th;Married-civ-spouse;*;Other;Male;*;<=50K
4962;0-120;Private;Professional Education;Never-married;*;Other;Male;United-States;<=50K
7882;0-120;Private;Professional Education;Never-married;*;Other;Male;United-States;<=50K
2452;0-120;Private;High School;Never-married;*;Other;Male;North America;<=50K
11727;0-120;Private;High School;Never-married;*;Other;Male;North America;<=50K
3380;21-30;Private;High School;Never-married;*;Other;Male;North America;<=50K
4700;21-30;Private;High School;Never-married;*;Other;Male;North America;<=50K
16216;0-120;Private;HS-grad;Never-married;*;Other;Male;North America;<=50K
19102;0-120;Private;HS-grad;Never-married;*;Other;Male;North America;<=50K
3838;0-120;Non-Government;Some-college;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
6582;0-120;Non-Government;Some-college;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
2488;0-120;Self-emp-not-inc;High School;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
26380;0-120;Self-emp-not-inc;High School;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
5358;0-120;Private;HS-grad;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
8856;0-120;Private;HS-grad;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
4287;41-50;Private;*;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
14732;41-50;Private;*;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;<=50K
2445;31-35;Private;*;Married-civ-spouse;Technical;Amer-Indian-Eskimo;Male;North America;<=50K
3406;31-35;Private;*;Married-civ-spouse;Technical;Amer-Indian-Eskimo;Male;North America;<=50K
13430;0-120;Private;High School;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
13706;0-120;Private;High School;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
9677;21-30;Private;High School;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
11388;21-30;Private;High School;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
2412;31-40;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
6853;31-40;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
6570;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
7507;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
9533;0-120;Self-emp-not-inc;*;Married-civ-spouse;Nontechnical;Asian-Pac-Islander;Male;Asia;<=50K
9859;0-120;Self-emp-not-inc;*;Married-civ-spouse;Nontechnical;Asian-Pac-Islander;Male;Asia;<=50K
2989;0-120;Private;Masters;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
3627;0-120;Private;Masters;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
6964;0-120;Private;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
9811;0-120;Private;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
3148;0-120;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
5629;0-120;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
1119;51-60;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
5330;51-60;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
7210;0-120;*;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
8066;0-120;*;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
10296;41-50;Private;High School;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
12779;41-50;Private;High School;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
311;31-40;Private;Masters;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
1787;31-40;Private;Masters;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
968;46-50;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
8152;46-50;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
3199;0-120;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
5560;0-120;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
8478;0-120;State-gov;Masters;Married-civ-spouse;Prof-specialty;Asian-Pac-Islander;Male;Asia;<=50K
9952;0-120;State-gov;Masters;Married-civ-spouse;Prof-specialty;Asian-Pac-Islander;Male;Asia;<=50K
3864;0-120;State-gov;HS-grad;Married-civ-spouse;*;Black;Male;United-States;>50K
9213;0-120;State-gov;HS-grad;Married-civ-spouse;*;Black;Male;United-States;>50K
2073;0-120;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;North America;>50K
17271;0-120;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;North America;>50K
4879;0-120;State-gov;Higher education;Divorced;*;Black;Male;United-States;<=50K
20951;0-120;State-gov;Higher education;Divorced;*;Black;Male;United-States;<=50K
4738;21-30;State-gov;Undergraduate;Never-married;*;Black;Male;North America;<=50K
13481;21-30;State-gov;Undergraduate;Never-married;*;Black;Male;North America;<=50K
15360;0-120;Federal-gov;Higher education;Never-married;*;Black;Male;United-States;<=50K
21072;0-120;Federal-gov;Higher education;Never-married;*;Black;Male;United-States;<=50K
1845;0-120;Government;HS-grad;Never-married;*;Black;Male;United-States;<=50K
3397;0-120;Government;HS-grad;Never-married;*;Black;Male;United-States;<=50K
2075;20-25;*;HS-grad;Never-married;*;Black;Male;United-States;<=50K
6316;20-25;*;HS-grad;Never-married;*;Black;Male;United-States;<=50K
2437;31-40;State-gov;HS-grad;Never-married;*;Black;Male;United-States;<=50K
15937;31-40;State-gov;HS-grad;Never-married;*;Black;Male;United-States;<=50K
16370;0-120;Local-gov;*;Married-civ-spouse;*;Black;Male;North America;<=50K
22392;0-120;Local-gov;*;Married-civ-spouse;*;Black;Male;North America;<=50K
1917;0-120;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
16330;0-120;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
3906;51-60;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
5536;51-60;Local-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
192;41-50;Local-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;<=50K
7001;41-50;Local-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;<=50K
6507;0-120;Federal-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
10422;0-120;Federal-gov;Higher education;Married-civ-spouse;*;Black;Male;United-States;<=50K
888;51-60;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;Black;Male;United-States;<=50K
4126;51-60;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;Black;Male;United-States;<=50K
4051;21-30;Self-emp-not-inc;Undergraduate;Never-married;*;Black;Male;United-States;<=50K
15958;21-30;Self-emp-not-inc;Undergraduate;Never-married;*;Black;Male;United-States;<=50K
4645;0-120;Private;High School;Married-civ-spouse;*;Black;Male;United-States;>50K
4753;0-120;Private;High School;Married-civ-spouse;*;Black;Male;United-States;>50K
1533;0-120;Private;10th;Married-civ-spouse;*;Black;Male;United-States;>50K
4470;0-120;Private;10th;Married-civ-spouse;*;Black;Male;United-States;>50K
6598;43;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;>50K
12980;43;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;>50K
8036;0-120;Private;Bachelors;Married-civ-spouse;*;Black;Male;United-States;>50K
8262;0-120;Private;Bachelors;Married-civ-spouse;*;Black;Male;United-States;>50K
3958;41-45;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
6212;41-45;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
6655;31-35;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
12143;31-35;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
2541;34;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
20346;34;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
10;37;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
7499;37;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
9316;0-120;Private;High School;Married-spouse-absent;Other;Black;Male;North America;<=50K
20320;0-120;Private;High School;Married-spouse-absent;Other;Black;Male;North America;<=50K
8099;31-40;Private;Some-college;Divorced;*;Black;Male;*;<=50K
8690;31-40;Private;Some-college;Divorced;*;Black;Male;*;<=50K
1006;0-120;Private;*;Separated;*;Black;Male;United-States;<=50K
4420;0-120;Private;*;Separated;*;Black;Male;United-States;<=50K
230;31-40;Private;High School;Separated;*;Black;Male;North America;<=50K
10696;31-40;Private;High School;Separated;*;Black;Male;North America;<=50K
2255;26-30;Private;Higher education;Separated;*;Black;Male;United-States;<=50K
7802;26-30;Private;Higher education;Separated;*;Black;Male;United-States;<=50K
159;41-45;Private;Undergraduate;Separated;*;Black;Male;United-States;<=50K
3241;41-45;Private;Undergraduate;Separated;*;Black;Male;United-States;<=50K
4237;0-120;Private;Masters;Never-married;*;Black;Male;United-States;<=50K
15323;0-120;Private;Masters;Never-married;*;Black;Male;United-States;<=50K
748;21-30;Private;11th;Never-married;*;Black;Male;North America;<=50K
2150;21-30;Private;11th;Never-married;*;Black;Male;North America;<=50K
13143;28;Private;Bachelors;Never-married;*;Black;Male;North America;<=50K
14904;28;Private;Bachelors;Never-married;*;Black;Male;North America;<=50K
1797;0-120;Private;Assoc-acdm;Married-civ-spouse;*;Black;Male;North America;<=50K
4361;0-120;Private;Assoc-acdm;Married-civ-spouse;*;Black;Male;North America;<=50K
1421;0-120;Private;Assoc-voc;Married-civ-spouse;*;Black;Male;United-States;<=50K
7248;0-120;Private;Assoc-voc;Married-civ-spouse;*;Black;Male;United-States;<=50K
1103;0-120;Private;Bachelors;Married-civ-spouse;*;Black;Male;United-States;<=50K
2882;0-120;Private;Bachelors;Married-civ-spouse;*;Black;Male;United-States;<=50K
1204;31-35;Private;Some-college;Married-civ-spouse;*;Black;Male;*;<=50K
1646;31-35;Private;Some-college;Married-civ-spouse;*;Black;Male;*;<=50K
2441;61-70;Private;9th;Married-civ-spouse;*;Black;Male;*;<=50K
13060;61-70;Private;9th;Married-civ-spouse;*;Black;Male;*;<=50K
706;0-120;Private;12th;Married-civ-spouse;Other;Black;Male;North America;<=50K
5640;0-120;Private;12th;Married-civ-spouse;Other;Black;Male;North America;<=50K
3923;56-60;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;<=50K
8793;56-60;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;<=50K
372;0-120;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
8761;0-120;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
123;21-30;State-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;>50K
174;21-30;State-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;>50K
1259;0-120;State-gov;Undergraduate;Separated;*;White;Male;United-States;<=50K
5962;0-120;State-gov;Undergraduate;Separated;*;White;Male;United-States;<=50K
2436;31-40;State-gov;*;Never-married;*;White;Male;United-States;<=50K
8671;31-40;State-gov;*;Never-married;*;White;Male;United-States;<=50K
6837;0-120;State-gov;High School;Never-married;*;White;Male;United-States;<=50K
8094;0-120;State-gov;High School;Never-married;*;White;Male;United-States;<=50K
1948;21-30;State-gov;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
8641;21-30;State-gov;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
3288;31-40;State-gov;Professional Education;Married-civ-spouse;*;White;Male;United-States;<=50K
5509;31-40;State-gov;Professional Education;Married-civ-spouse;*;White;Male;United-States;<=50K
3643;0-120;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
10900;0-120;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
48;41-50;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
4863;41-50;State-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
